Hotel Name,ADDRESS,State,PHONE,FAX,EMAIL ID,WEBSITE,TYPE,Rooms
Itc Sonar, Science City  Kolkata-700046  WEST BENGAL ,West Bengal,033-23004516,033-23004500,reservations.itcsonar@itchotels.in,NA,5 Star Deluxe,239
Hotel Ista Hyderabad, Plot No-7  Road No. 2I.T. Park  Nanakramguda  Gachibowali  Hyderabad - 500019  ANDHRA PRADESH ,Andhra Pradesh,040-44508888,040-44509999,sales@istahyderabad.com,www.anandaspa.com,5 Star,157
Hotel Novotel Hyderabad, Novoel & HIVV Complex Cyberabad Post Office  Hyderabad  ANDHRA PRADESH ,Andhra Pradesh,4066824422,4066844422,H6182-re@accor.com,NA,5 Star,288
Novotel Hyderabad Airport , Rajiv Gandhi International Airport Shamshabad  Ranga Reddy Dist   ANDHRA PRADESH ,Andhra Pradesh,4066250000,4066250001,reservations@novotelhyderabadairport.com,NA,5 Star,305
The Gateway Hotel , Beach Road  Visakhapatnam   ANDHRA PRADESH ,Andhra Pradesh,8916623670,8912569867,gateway.visakhapatnam@tajhotels.com,NA,5 Star,95
Taj Deccan - Hyderabad, Road No.1 Banjara Hills  Hyderabad - 34  ANDHRA PRADESH ,Andhra Pradesh,4066662323,4066661313,tdhgm.hyd@tajhotels.com,NA,5 Star,151
Leo Meridian Infrastructure, Bommaraspet  Village Shamirpet Mandal  Ranga Reddy District  ANDHRA PRADESH ,Andhra Pradesh,4066404455,4066627744,info@lmiphl.com,www.lmiphl.com,5 Star,88
Hotel Mountview, Sector 10  Chandigarh  CHANDIGARH ,Chandigarh,1724671111,1722742220,mountview@citcochandigarh.com,NA,5 Star,155
Hotel Crowne Plaza Today, Community Centre  Phase 1  Okhla  New Delhi - 110 020  DELHI ,Delhi,011-40687700-17,011-41634480,reservations@cpokhla.com,www.crowneplaza.com,5 Star,208
Vivanta By Taj Ambassador, Sujan Singh Park Cornwallis Road  New Delhi - 110003  DELHI ,Delhi,011-66261000,011-24632252,vivanta.ambassador@tajhotels.com,www.vivantabytaj.com,5 Star,88
Fortune Select Regina , 376  Off. Fort Aquada Road   Candolim   GOA ,Goa,8323988444,,velu@acronindia.com,NA,5 Star,102
Bogmallo Beach Resort, P.O. Bogmallo  Goa – 403806,Goa,0832-2538222-13,0832-2538236,bbrtwhl@sancharnet.in,www.bogmallobeachresort.com,5 Star,126
Devaaya Ayurveda Spa Resort , DIWAR  ILHAS  GOA,Goa,83222280500,8322280678,www.alconvictorgroup.com,NA,5 Star,57
Holiday Inn Resort, Mobor Beach Cavelossim Salcete Goa,Goa,8322871303,8322871333,NA,NA,5 Star,203
The Crown Goa, Bairo Alto Dos Pilotos  Goa,Goa,8322400000,8322400010,reservations@thecrowngoa.com,NA,5 Star,43
Hotel Neo Majestic, Plot No. 104/1A Porvorim  North Goa,Goa,0832 2410378,0832 2415715,neomajestic@neomajestic.com,www.neomajestic.com,5 Star,50
The Kenilworth Beach Resort & Spa, Utorda  Salcete - 403 713,Goa,0832-6698888,0832-2754183,kenilworthgoa@kenilworthhotels.com,www.kenilworthhotels.com,5 Star,104
Hotel La Calypso Get Aways., Saunta Vaddo  Baga Calangute Road  Calanguta VPBardez Goa,Goa,8322275777,8322275815,reservations@lacalypsohotels.com,www.lacalypsohotels.com,5 Star,14
The  O , S. No. 114/1 Next to Kingfisher Villa  Condolim  Bardez - 403515,Goa,8323047000,8323047009,info@ohotelsindia.com/res.goa@ohotelsindia.com,NA,5 Star,75
Sun-N-Sand Hotel, Bairo Alto Dos Pilotos Jose Falcao Road  Panjim  GOA ,Goa,8322400000,8322400010,resgoa@sunnsandhotel.com,NA,5 Star,43
The Imperial Palace , Dr Yagnik Road   Rajkot   GUJARAT ,Gujarat,2812480000,2812480009,mail@hotelimperialpalace.biz,NA,5 Star,80
Le Meridien, Chand Suraj Estate Nehru Bridge  Khanpur  Ahmedabad  GUJARAT ,Gujarat,7925505505,7925505501,gmoffice.ahmedabad@lemeridien.com,NA,5 Star,63
The Gateway Hotel Ummed, International Airport Circle Hansol  Ahmedabad - 382 475  GUJARAT ,Gujarat,079-66661234,079-66664444,gateway.ahmedabad@tajhotels.com,www.thegatewayhotels.com,5 Star,91
The Galaxy Hotel, NH-8Sector-15  Part-II  Gurgaon - 122001  HARYANA ,Haryana,0124-4565000,0124-4565151,info@galaxyhotel.in,www.galaxyhotel.in,5 Star,80
The Chancery Pavilion, NO-135  RESIDENCY ROAD  BANGALORE  KARNATAKA ,Karnataka,8041414141,8041414242,gm@chanceryhotels.com,NA,5 Star,170
The Zuri - Whitefield, Rajpalya Hoodi – Road Whitefield  Bengaluru - 560048  KARNATAKA ,Karnataka,8066657272,8066657282,reservations@zuribangalore.com,www.thezurihotels.com,5 Star,162
Fortune Park J. P. Palace, No.-3 Abba Road Nazarabad Mohalla  Mysore  KARNATAKA ,Karnataka,8213988444,8213984444,rahul.nama@fortunehotels.in,NA,5 Star,108
Hotel Le Meridien - Bangalore, No. 28  Sankey Road  Bangalore - 560052  KARNATAKA ,Karnataka,080-22262233/2228282,080-22267676/2226205,reservations.bangalore@lemeridien.com/leme.bangalore@lemeridien.com,www.lemeridien-bangalore.com,5 Star,195
Movenpick Hotel & Spa Bangalore, 115 Pipeline Road   BEL Circle Gokula Extension  Bangalore  KARNATAKA ,Karnataka,8043001000,8043001010,hotel.bangalore@moevenpick.com,moevenpick-hotel.com,5 Star,262
Club Mahindra Lakeview, Munner  Chinnakanal VillageVia: Suryanelli  Idukki District - 685618  KERALA ,Kerala,04868-249290-91,04868-249227,gm.munnar@clubmahindra.com,www.clubmahindra.com,5 Star,38
The Quilon Beach Hotel, Beach Kollam-691001  Kollam  KERALA ,Kerala,4742769999,4742749009,crs@qresorts.in,NA,5 Star,95
The Elephant Court, Off Kumily - Thekkady Road Thekkady P.O.  Kumily - 685 536  Idukki District  KERALA ,Kerala,04869-224696 224697 ,04869-224238,info@theelephantcourt.com,www.theelephantcourt.com,5 Star,64
Turtle On The Beach, VPI/43ITDC Road  Kovalam  Trivandrum - 685 527  KERALA ,Kerala,0471-2514000,0471-2514001,info.turtle@thrhotels.com,www.turtleonthebeach.com,5 Star,44
Casino Hotel, Willingdon Island  Cochin - 682 003  KERALA ,Kerala,0484-2668421-2666821,0484-2668001,casinohotel@cghearth.com,www.cghearth.com,5 Star,67
Trident  Cochin, Bristow Road Willingdon Island  Cochin - 682003  KERALA ,Kerala,4843081000,4843081002,reservations@tridenthotels.com,www.tridenthotels.com,5 Star,85
The Gateway Hotel -Ernakulam, Marine Drive Ernakulam  Kochi - 682 011  KERALA ,Kerala,0484-2371471  667330,0484-2371481  667344,gateway.ernakulam@tajhotels.com,www.thegatewayhotels.com,5 Star,108
Kadavu Resort & Ayurveda Centre, NH-17  Calicut Bye Pass Road  Azhijilam KERALA ,Kerala,0483-2830023 027 570,0483-2830575,info@kadavuresorts.com,www.kadavuresorts.com,5 Star,72
The Muthoot Plaza Hotel, Punnen Road  Thiruvananthapuram - 695039  KERALA ,Kerala,0471-2337733,0471-2337734,gmtmp@sarovarhotels.com,www.sarovarhotels.com,5 Star,57
Taj Residency - Trivandrum, C.V. Raman Pillai Road  Thyeaud  Thiruvananthapuram - 695014  KERALA ,Kerala,0471-6612345,0471-6612121,taj.trivandrum@tajhotels.com,www.tajhotels.com,5 Star,137
Hotel Ramada -  Khajuraho, Airport Road  Khajuraho - 471606  MADHYA PRADESH ,Madhya Pradesh,07686-272302-03,07686-272304,reservations@ramadahotelkhajuraho.com,www.ramadahotelkhajuraho.com,5 Star,82
Radisson Jass Hotel, By Pass RoadKhajuraho  Dist Chattarpur  MADHYA PRADESH ,Madhya Pradesh,07686272344/274461,7686272345,reservations@radissionkhajuraho.com,www.radisson.com,5 Star,90
Grand Sarovar Premiere, Junction of Veer Savarkar Flyover & S.V. Road  Goregaon  West -400062  MAHARASHTRA ,Maharashtra,0224215 8000/2871 80,0222871 8001,gm@grandsarovar.com/gsp@sarovarhotels.com,www.grandsarovar.com,5 Star,98
Hotel Meluha, Building 7  Sector-V  Central Avenue Hiranandani Gardens Powai  Mumbai  MAHARASHTRA ,Maharashtra,2225755555,2225755566,sam@meluhafernhotel.com,NA,5 Star,141
Hotel Tunga Regency Pvt.Ltd. , PLOT NO-37  SECTOR 30-A  VASHI   NAVI MUMBAI   Mumbai   MAHARASHTRA ,Maharashtra,2266801818,2266801800,www.tungahotels.com,NA,5 Star,92
Ramada Plaza Palm Grove, Juhu Beach  Mumbai - 400049  MAHARASHTRA ,Maharashtra,022-26112323,022-26113682/2611064,palmgrove@krahejahospitality.com,www.ramadainternational.com,5 Star,115
The Shalimar Hotel , August Kranti Marg   Mumbai   MAHARASHTRA ,Maharashtra,2266641000,2266641010,theshalimarhotel@vsnl.com,www.theshalimarhotel.com,5 Star,65
The Pride Hotel , OPP. AIRPORT WARDHA ROAD   Nagpur   MAHARASHTRA ,Maharashtra,7122291102,7122290440,PRIDE_NGP@SANCHARNET.COM,www.PRIDEGROUP.NET,5 Star,93
Four Points By Sheraton, S.No.197/3  Nagar Road Viman Nagar  Pune  MAHARASHTRA ,Maharashtra,2039406699,2030930930,fo@punefourpoints.com,NA,5 Star,246
Taj Blue Diamond, 11Koregaon Road  Pune - 411001  MAHARASHTRA ,Maharashtra,020-66025555,020-66027755,sandip.mukherjee@tajhotels.com,www.tajhotels.com,5 Star,110
The O Hotel, Survey No.371 Final Plot No.293  Koregaon  Pune - 411001  MAHARASHTRA ,Maharashtra,020-40011000,020-40011009,info@ohotelsindia.com,www.ohotelsindia.com,5 Star,111
Taj Residency - Aurangabad, 8-N-12CIDCO RAUZA BAGH  Aurangabad  MAHARASHTRA ,Maharashtra,2406613737,2406613939,residency.aurangabad@tajhotels.com,NA,5 Star,64
Hotel Sea Princess , 969 Juhu Beach   Mumbai   MAHARASHTRA ,Maharashtra,2226611111,2226611144,seaprincess@vsnl.com,NA,5 Star,108
The Gateway Hotel, P-17  MIDC Ambad Mumbai - Agra Road  Nashik  MAHARASHTRA ,Maharashtra,2535604499,2535603366,residency.nashik@tajhotels.com,www.tajhotels.com,5 Star,70
Hotel Parc Estique, Viman Nagar Nagar Road  Pune - 411014  MAHARASHTRA ,Maharashtra,2041004100,2041004111,cmd@parcestique.com/info@parcestique.com,www.estiquehotels.com,5 Star,116
Radisson Windsor Hotel , Windsor Fountain G.T. Road    BMC Chowk   Jalandhar   PUNJAB ,Punjab,1814671234,815082233,radjal@vsnl.com,NA,5 Star,62
Majestic Park Plaza , BHAI BALA CHOWK  FEROZEPUR ROAD.   Ludhiana   PUNJAB ,Punjab,1612773000,1612771888,www.fhraI.com,NA,5 Star,117
Hotel Mansingh, Sansar Chandra Road  Jaipur  RAJASTHAN ,Rajasthan,01412378771  511  77,1412377582,sales.jpr@mansinghhotels.com,NA,5 Star,95
Hotel Trident  Jaipur, Amber Fort Jal Mahal  Jaipur  RAJASTHAN ,Rajasthan,0141-2670101,0141-2670303,reservations@tridenthotels.com,www.tridenthotels.com,5 Star,134
Fortune Select Metropolitan - Jaipur, Nehru Sahkar Bhawan C-Scheme  Bias Godam Circle  Jaipur  RAJASTHAN ,Rajasthan,911413099010,911413099099,metropolitan@fortunehotels.in,NA,5 Star,90
Chokhi Dhani, The Ethntic Village Resort 12 Miles Via Vatika  Tonk Road  Jaipur - 303905  RAJASTHAN ,Rajasthan,0141-2770555-56,0141-2770558,resort@chokhidhani.com,www.chokhidhani.com,5 Star,97
Inder Residency, Goverdhan Vilas  Shikarbadi Road  Ekling Nagar  Udaipur - 313 001  RAJASTHAN ,Rajasthan,0294-2489888,0294-2488733,seasonshotel@gmail.com,www.inderresidency.in,5 Star,144
Denzong Regency, Cherry Banks Development Area  Gangtok  SIKKIM ,Sikkim,3592201565,35922012568,welcomheritage_denzongregency@hotmail.com,denzongregency.com,5 Star,25
The Gateway Hotel Pasumalai Madurai, 40 T.P.K. Road  Pasumalai  Madurai - 625 004  TAMIL NADU ,Tamil Nadu,0452-6633000,0452-6633081,gateway.madurai@tajhotels.com,www.thegatewayhotels.com,5 Star,63
Radisson Hotel Grt, G S T Road St Thomas Mount Chennai  Chennai  TAMIL NADU ,Tamil Nadu,4422310101,4422310202,reservations@radissongrt.com,NA,5 Star,101
Trident - Chennai, 1/24  GST Road Meenambakkam  TAMIL NADU ,Tamil Nadu,044-22344747,044-22346699,reservations@tridenthotels.com,www.tridenthotels.com,5 Star,167
Hotel Clarks Shiraz, 54 Taj Road  Agra - 282001  UTTAR PRADESH ,Uttar Pradesh,0562-2226121-27,0562-2226128,info@hotelclarksshiraz.com/resv@hotelclarks.in,www.hotelclarksshiraz.com,5 Star,237
Hotel Trident - Agra, Fatehabad Road  Agra  UTTAR PRADESH ,Uttar Pradesh,5622235000,5622231812,reservations@tridenthotels.com,NA,5 Star,138
Country Inn & Suites By Carlson., 64/6  Site – IV Sahibabad   Distt. Ghaziabad  - 201 010  UTTAR PRADESH ,Uttar Pradesh,0120-4180000,0120-4180088,info@cissahibabad.in,www.countryinns.com,5 Star,216
Radisson Hotel Varanasi, The Mall Cantonment  Varanasi Uttar Pradesh  Varanasi  UTTAR PRADESH ,Uttar Pradesh,5422501515,5422501516,reservations@radissonvns.com,NA,5 Star,116
The Gateway Hotel  Agra, Taj Ganj Fatehabad Road  Agra - 282001  UTTAR PRADESH ,Uttar Pradesh,5626602000,5622232420,tajview.agra@tajhotels.com/gateway.agra@tajhotels.com,www.tajhotels.com,5 Star,100
Hotel Hindusthan International, 235/1A.J.C. Bose Road  Kolkata - 700020  WEST BENGAL ,West Bengal,033-40018000-4001808,033-22800111,reservation@hindusthan.com,www.hhihotels.com,5 Star,184
Swissotel Kolkata Neotia Vista, New Town Action Area 2/D Plot No. 11/5 New Town Rajarhat  Kolkata  WEST BENGAL ,West Bengal,913366266666,,subrata.sarkar@swissotel.com,www.swissotel.com,5 Star,147
The Golkonda, Masab Tank  Hyderabad  ANDHRA PRADESH ,Andhra Pradesh,8246660420,8246660585,gateway.mangalore@tajhotels.com,NA,4 Star,94
Palm Beach Hotel, Beach Road  Visakhapatnam - 530 023  ANDHRA PRADESH ,Andhra Pradesh,0891-2754026/27,0891-2731036,info@palmbeachhotel.in,www.palmbeachhotel.in,4 Star,44
Quality Inn Dv Manor, 40-1-47  M.G.ROADVENKATESHWARA PURAM  Vijayawada  ANDHRA PRADESH ,Andhra Pradesh,866474455,866483170,info@hoteldvmanor.com,NA,4 Star,115
Best Western Amrutha Castle, 5-9-16  Saifabad Secretariat  Hyderabad - 500063  ANDHRA PRADESH ,Andhra Pradesh,040-66633888,040-66828222,info@bestwesternamruthacastle.com,www.bestwesternamruthacastle.com,4 Star,90
Hotel Green Park, Greenlands  Begumpet  Hyderabad - 500016  ANDHRA PRADESH ,Andhra Pradesh,040-66515151,4023757677,hyd@hotelgreenpark.com,hotelgreenpark.com,4 Star,149
Hotel Raj Mahal, A.T. RoadPaltan Bazar  Guwahati - 781001  ASSAM ,Assam,0361-2549141,0361-2639282,info@hotelrajmahal.in/hotelrajmahal@vsnl.net,www.hotelrajmahal.in,4 Star,71
Hotel Natraj, H.S. Road  Dibrugarh - 786001  ASSAM ,Assam,0373-2327275,0373-2321375,hotelnatraj09@gmail.com,NA,4 Star,20
Hotel The Royal Plaza, 19  Ashoka Road  New Delhi-110001,Delhi,1143555555,1143555556,reservations@hoteltheroyalplaza.com/info@hoteltheroyalplaza.com,www.hoteltheroyalplaza.com,4 Star,419
Hotel City Park, 3/4  K/P BLOCK PITAMPURA  New Delhi,Delhi,1125468230,1127310110,hotelcitypark@vsnl.net,NA,4 Star,58
Hotel Diplomat, 9  Sardar Patel MargDiplomatic Enclave  New Delhi,Delhi,1123010204,1123018605,NA,NA,4 Star,25
Maidens Hotel, 7 Sham Nath Marg  New Delhi – 110054,Delhi,011-23975464,011-23980771,reservations@oberoigroup.com,www.maidenshotel.com,4 Star,55
The Connaught, 37 Shaheed Bhagat Singh Marg  New Delhi – 110001,Delhi,011-23364225,011-23340757,theconnaughtnewdelhi@yahoo.com,www.theconnaughtnewdelhi.com,4 Star,79
Hotel Vikram, Ring Road  Lajpat Nagar  New Delhi,Delhi,1146515151,1146515152,info@hotelvikram.com,NA,4 Star,68
Lazylagoon Sarovar Portico Suites, Baga - Arpora  Bardez - 403518  GOA ,Goa,0832-2281520,0832-2281527,gmgpo@sarovarhotels.com,www.sarovarhotels.com,4 Star,39
Sun Village Resort, SaquawadiBaga-Arpora Bardez  GOA ,Goa,8322279409,8322279415,sun-village@desouzahotels.com,NA,4 Star,135
Whispering Palms Beach Resort, SINQUERIM BEACH  WADDICANDOLIM  BARDEZ-GOA  GOA ,Goa,4712485766,4712481578,info@whisperingpalms.com,NA,4 Star,197
The Metropole Hotel, R.T.O. Circle  Subhash Bridge Corner  Ahmedabad - 380027   ,Gujarat,079-30130200,079-30130208,info@themetropolehotel.co.in,www.themetropolehotel.co.in,4 Star,70
Hotel Fortune Palace, Digjam CircleAirport Road  Jamnagar - 361 008  GUJARAT ,Gujarat,0288-2720291,0288-2720296,hotelfortunepalace@yahoo.com,www.hotelfortunepalace.in,4 Star,45
Fortune Inn Haveli, Plot No. 235 Sector - 11  Gandhinagar  GUJARAT ,Gujarat,7939884422,7939842121,haveli@fortunehotels.in,www.fortunehotels.in,4 Star,84
Hotel The Grand Bhagwati, Gurudwara Bodakdev  S.G. Highway  Ahmedabad - 380 054  GUJARAT ,Gujarat,7926841000,7926840915,info@thegrandbhagwati.com,www.thegrandbhagwati.com,4 Star,37
Optus Sarovar Premiere Hotel, SCO 43-47 Sector - 28  City Centre  Gurgaon - 122002   ,Haryana,0124-4887777,0124-4887788,spg@sarovarhotels.com,www.sarovarhotels.com,4 Star,80
Park Premier, 359-357 Sector - 29  Gurgaon - 122 001  HARYANA ,Haryana,0124-4604600,0124-4604666,info@parkpremierhotels.com,www.parkpremierhotels.com,4 Star,94
The Bella Vista, SM 8  City Centre Sector 5  Panchkula  HARYANA ,Haryana,1725064848,1725023802,sales@bellavista.in,NA,4 Star,49
Fortune Select Global, 2nd Floor  Global ArcadeM.G. Road  Gurgaon  HARYANA ,Haryana,0124-4196666,0124-4062388,global@fortunehotels.in,www.fortunehotelsin,4 Star,83
Courtyard By Marriott, Plot No. 27 B Sushant Lok - 1  Sector - 27  Gurgaon - 122 002  HARYANA ,Haryana,0124-4888444,0124-4888222,www.courtyardmarriottgurgaon.com,NA,4 Star,198
Fortune Park J.P.Celestial, No 5/43  Seshadri Road  Race Course Road  Bangalore-09  KARNATAKA ,Karnataka,8040441234,8041476060,jpcelestial@fortunehotels.in,www.fortunehotels.in,4 Star,130
The Gatwway Hotel - Chikmagalur, KM Road Jyothi Nagar  Chikmagalur - 577102  KARNATAKA ,Karnataka,08262-660660-61,08262-660666,gateway.chikmagalur@tajhotels.com,www.thegatewayhotels.com,4 Star,29
Raj Residency,   New bus standAlamipally  Kanhangad  KERALA ,Kerala,4672208444,4672217294,rajgrouphotels@gmail.com,rajgrouphotels.com,4 Star,198
Hotel Maurya Rajadhani, Stat GL Hospital Road Statue  Trivandrum  KERALA ,Kerala,4712472299,4712472299,maurya@rajadhanihotels.com,NA,4 Star,39
Keys Hotels, Fire & Rescue Services Housing Board junction  Trivandrum  KERALA ,Kerala,4713944100,4713983800,reservations.thiruvananthapuram@keyshotels.com,keyshotels.com,4 Star,101
Hotel Blue Nile, S.N. Park Road  Kannur - 670 001  KERALA ,Kerala,0497-2760077  276478,0497-2768844,mail@hotelbluenile.com,www.hotelbluenile.com,4 Star,39
Hotel Amruthaa International, St. Benedict Road  Ernakulam  Kochi - 682 018  KERALA ,Kerala,0484-2398222-4192222,0484-4050551,amruthaainternational@gmail.com,NA,4 Star,26
Fragrant Nature Retreat And Resort Pvt. Ltd., Building No. CPI/07-20A Nedungolam P.O.  Paravur  Kollam  KERALA ,Kerala,4742514000,4742518021,enquiries@fragrantnature.com,www.fragrantnature.com,4 Star,18
Hotel Presidency, Paramara Road Ernakulam Town  Kochi  KERALA ,Kerala,4842394300,4842393222,presid@vsnl.com,NA,4 Star,49
Hotel Raj Regency, Chelakkara road Pazhayannur  Thrissur  KERALA ,Kerala,4884226877,4884666977,rajregencypnr@gmail.com,NA,4 Star,10
Ats Residency, Yakkara Branch Road D.P Office  Palakkad  KERALA ,Kerala,4912537477,4912523182,info@atshotels.com,atsresidency.com,4 Star,20
The Royale Gardens, Nangiarkulangara P.O.Haripad - Alleppey District  Kerala - 690513  KERALA ,Kerala,0479-2404000,0479-2404999,info@theroyalegardens.com,www.theroyalegardens.com,4 Star,34
Hotel Srivatsa Regency, Pittupeedika  Main Road Koduvayur  Palakkad  KERALA ,Kerala,4923251119,4923254119,hotelsrivatsaregency@gmail.com,www.hotelsrivatsaregency.com,4 Star,12
Hotel Hills Park, Kumbazha Road Pathanamthitta District  Kerala  KERALA ,Kerala,4682226262,NA,hotelhillspark@gmail.com,NA,4 Star,15
Neelamabari Suite, Villanchira Thalakkodu P.O.Neriyamangalam  Ernakulam  KERALA ,Kerala,4852555123,4852555133,infor@neelabarisuite.com,neelabarisuite.com,4 Star,22
Excalibur Hotels & Resorts, Carithas Junction MC Road Thellakon  Kottayam  KERALA ,Kerala,4812791781,4812711784,hotel.excalibur@gmail.com,www.excalibur.in,4 Star,20
Raj Residency, New bus stand Alamipally  Kanhangad  KERALA ,Kerala,4672208444,4672217294,rajgrouphotels@gmail.com,rajgrouphotels.com,4 Star,198
Muthoot Cardamom County Resort, Kumily  PO Thekkady  Idukki  Dist.  - 685536  KERALA ,Kerala,04869-224501,04869-222869/222807,reservations@muthoothotels.com,www.raxacollective.com,4 Star,44
Hotel White Dammar International, Pappanamcode  Trivandrum - 695 018  KERALA ,Kerala,4712496601,4712496602,whitedammar@gmail.com,hotelwhitedammar@gmail.com,4 Star,12
Hotel Sp Grand Days, Panavila JnThycaud P.O.  Thiruvananthapuram - 695014  KERALA ,Kerala,0471-2333344,0471-2321000,mail@spgranddays.com,www.spgranddays.com,4 Star,69
Hotel Peninsula Park Residency, Motel and Resorts Pvt. Ltd.Parakode  Adoor  Pathanamthitta Dist.  KERALA ,Kerala,4734243435,4734243345,parkresidency.park@gmail.com,NA,4 Star,20
Hotel Indraprastha, Pattazhi P.O.Pathanapuram  Kollam Dist.-691522  KERALA ,Kerala,04752039600 2397888-,4752397889,indraprasthapattazhi@yahoo.com,NA,4 Star,14
Hotel Mangala Towers, Paliyam Road Bus Stand  Thrissur - 680001  KERALA ,Kerala,04872327461/2/3,4872325365,mangalatowers@gmail.com,www.hotelmangalatowers.com,4 Star,24
Hotel Soorya Regency, Calicut By-Pass RoadKavungal  Malappuram - 676505  KERALA ,Kerala,0483-2735674-76,0483-2735677,sooryaregency@gmail.com,www.sooryaregency.com,4 Star,13
Hotel Moonlit Regency, 4  Lane JunctionVengallor Muvatupuzha Road  Thodupuzha Idukki District-685584  KERALA ,Kerala,04862-229936/229937,04862-229938,info@moonlitregency.com/hotelmoonlit@ymail.com,NA,4 Star,22
Hotel Sky Pearl, Chovva  Kannur - 670006  KERALA ,Kerala,0479-5265060,0479-2786443,hotelskypearl@gmail.com,NA,4 Star,28
The Royal Fort, Hospital JunctionKundara P.O.  Kollam Dist. - 691501  KERALA ,Kerala,0474-2520001-02-03,0474-2520004,info@theroyalfort.com,www.theroyalfort.com,4 Star,12
Hotel Soorya Galaxy, 13/158 A  Calicut Road  Cheruvannur  P.O. Feroke  Calicut - 673731  KERALA ,Kerala,0495-2485150/2485240,0495-2455330,sooryagalaxy@gmail.com,NA,4 Star,12
Cochin Seaport Hotel, Thekken MalipuramVypin  Cochin - 682 508  KERALA ,Kerala,9846032737,0484-2503757,seaporthotels@gmail.com,www.cochinseaporthotel.com,4 Star,25
The Avenue Regent, 39/2026 M.G. Road  Kochi  KERALA ,Kerala,4842377977,484237529,avenueregent@avenuehotels.in,NA,4 Star,55
Spice Village, Thekkady - Kumily Road  Thekkady - 685536  KERALA ,Kerala,04869-224514,04869-222317,spicevillage@cghearth.com,www.cghearth.com,4 Star,52
Hotel Midhila Regency, Pattambi road  Cherpulassery Palakkad Dist.  kerala  KERALA ,Kerala,NA,NA,maltidutta50@yahoo.com,NA,4 Star,10
Hotel Soorya Swagat, Pudussery EastPalakkad  Walayar  KERALA ,Kerala,4912863100,4912863103,www.sooryaswagath.in,NA,4 Star,14
The Hotel Elegance, Karuvanchal POThalimapram  Kannur  KERALA ,Kerala,4602247400,460247400,maltidutta50@yahoo.com,NA,4 Star,13
K R Grand Residency, Parayil Market RoadKunnamkulam  Thrissur  KERALA ,Kerala,4885211563,NA,maltidutta50@yahoo.com,NA,4 Star,14
Hotel Dona Castle, Kottamukku  Kollam  KERALA ,Kerala,4742766669,4742760099,donacastle@gmail.com,www.hoteldonacastle.com,4 Star,31
Hotel Fairmont, S.H. Mount M.C. Road  Kottayam  KERALA ,Kerala,4812569256,4812569246,info@hotelfairmont.in,www.hotelfairmont.in,4 Star,30
Hotel Anandha Inn Pvt. Ltd., NO-154 S.V PATEL ROAD  PONDICHERRY  KERALA ,Kerala,4132233000,4132331241,checkin@anandhainn.com,www.anandhainn.com,4 Star,70
Niya Regency, Elthuruth Junction Chettupuzha P.O.  Thrissur  KERALA ,Kerala,4872363667,4872363667,niyaregency@gmail.com,www.niyaregency.com,4 Star,20
The South Park, M.G. Road  Trivandrum - 695 034  KERALA ,Kerala,0471-2333333  324233,0471-2331861,reservations@thesouthpark.com,www.thesouthpark.com,4 Star,82
Uday Samudra Leisure Beach Hotel, G.V.Raja Road Samudra Beach Kovalam  Trivandrum  KERALA ,Kerala,1246563228,1246563174,toshali@nde.vsnal.net.in,www.toshalinet.com,4 Star,50
Seasons Service Apartments, SANEWADI AUNDH  PUNE  Malad  MAHARASHTRA ,Maharashtra,2040009999,2040009888,info@seasonsaundh.com,NA,4 Star,46
Hotel Bawa International, NEHRU ROAD EXTN.  DOMESTIC AIRPORT VILE PARLE  E   Mumbai,Maharashtra,2226113636,2226107096,mail.bawaintl@vsnl.com,NA,4 Star,76
Hotel Courtyard By Marriott, International Airport CTS No. 215  Andheri Kurla Road  Andheri  East   Mumbai,Maharashtra,2261479922,2261479944,reservations.mumbai@courtyard.com,NA,4 Star,282
Hotel Midtown Pritam, Dharamputra Pritam Estate Dr.Ambedkar Road  Dadar T.T  Mumbai-400014,Maharashtra,022-24145555/6580663,022-24143388,reservations@pritamhotels.com,www.pritamhotels.com,4 Star,60
Hotel Trident, C-56  G-Block Bandra Kurla Complex  Mumbai,Maharashtra,2266727777,2266727788,reservations@tridenthotels.com,tridenthotels.com,4 Star,436
Hotel Tunga Regale, Plot No. 31  Phase IIMIDC  Central Road  Andheri  East   Mumbai – 400093,Maharashtra,022-66726672,022-66726666,regale@tungahotels.com,www.tungahotels.com,4 Star,54
Ramee Guestline Hotel, Plot No. 3 Kohinoor Road  Dadar  East   Mumbai - 400014,Maharashtra,022-24177900/2411565,022-24127503,mumbai.dadar@rameeguestlinehotels.com,www.ramee-group.com,4 Star,58
K. Raheja Corp. Pvt. Ltd.  The Resort , 11 Aksa Beach Malad  West   Mumbai - 400 095,Maharashtra,022-28447777,022-28804444 - 28818,resv@theresortmumbai.com/the_resort@vsnl.com,NA,4 Star,94
Hotel Sagar Plaza, 1 Bund Garden Road  Pune - 411001,Maharashtra,020-26205000,020-26122633,reservations@hotelsagarplaza.com/info@hotelsagarplaza.com,www.hotelsagarplaza.com,4 Star,76
The Central Park Hotel, Bund Garden Road Council Hall  Pune - 411 001,Maharashtra,022-66641000,022-66641010,reservations@thecentralparkhotel.com,www.thecentralparkhotel.com,4 Star,74
Holiday Inn Mumbai International Airport, Mohali VillageAndhri Kurla Road  Sakinaka junction  Mumbai,Maharashtra,2240851800,2240851828,maltidutta50@yahoo.com,NA,4 Star,225
